Sample in Buffer,Sample in Window,TRIGGER,douta1[127:0],encrypted128[0][127:0],addra[0][6:0],douta2[127:0],encrypted128[1][127:0],addra[1][6:0],reset_1,encrypted128[2][127:0],encrypted128[3][127:0],encrypted128[4][127:0],encrypted128[5][127:0],in[0][127:0],in[1][127:0],in[2][127:0],in[3][127:0],in[4][127:0],in[5][127:0],done
150,150,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
151,151,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
152,152,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
153,153,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
154,154,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
155,155,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
156,156,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
157,157,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
158,158,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
159,159,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
160,160,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
161,161,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
162,162,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
163,163,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
164,164,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
165,165,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
166,166,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
167,167,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
168,168,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
169,169,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
170,170,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
171,171,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
172,172,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
173,173,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
174,174,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
175,175,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
176,176,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
177,177,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
178,178,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
179,179,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
180,180,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
181,181,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
182,182,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
183,183,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
184,184,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
185,185,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
186,186,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
187,187,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
188,188,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
189,189,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
190,190,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
191,191,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
192,192,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
193,193,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
194,194,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
195,195,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
196,196,0,00000000000000000000000000000000,9958fdec8e2d65c80160cfc0e66432fa,0,00000000000000000000000000000000,5d8b8af9f919c8e6dfc310d44dc36c19,1,1,e109ac33e298773a8a915b24c78e054f,8e9bb2290016cf2ac8435a4b637f6960,defc899e94c6b8ce8fedcee9e9ff3dcf,9292c41266e1f4e3e689ec80dfb602fe,ffd8ffe000104a464946000101000001,130f141d1a1f1e1d1a1c1c20242e2720,0707070909080a0c140d0c0b0b0c1912,393d38323c2e333432ffdb0043010909,00010000ffdb00430008060607060508,222c231c1c2837292c30313434341f27,0
